Season,TeamName,ConfAbbrev,RegionW,RegionX
1985,USC,pac_ten,East,West
1985,UT Arlington,southland,East,West
1985,UT San Antonio,ind,East,West
1985,Utah,wac,East,West
1985,Utah St,pcaa,East,West
1985,UTEP,wac,East,West
1985,Utica,ind,East,West
1985,VCU,sun_belt,East,West
1985,Valparaiso,mid_cont,East,West
1985,Vanderbilt,sec,East,West
1985,Vermont,ecacn,East,West
1985,Villanova,big_east,East,West
1985,Virginia,acc,East,West
1985,Virginia Tech,metro,East,West
1985,VMI,southern,East,West
1985,W Carolina,southern,East,West
1985,W Illinois,mid_cont,East,West
1985,WKU,sun_belt,East,West
1985,W Michigan,mac,East,West
1985,W Texas A&M,mvc,East,West
1985,Wagner,ecacm,East,West
1985,Wake Forest,acc,East,West
1985,Washington,pac_ten,East,West
1985,Washington St,pac_ten,East,West
1985,Weber St,big_sky,East,West
1985,West Virginia,a_ten,East,West
1985,WI Green Bay,mid_cont,East,West
1985,Wichita St,mvc,East,West
1985,William & Mary,ecacs,East,West
1985,Wisconsin,big_ten,East,West
1985,Wyoming,wac,East,West
1985,Xavier,mw_city,East,West
1985,Yale,ivy,East,West
1985,Youngstown St,ovc,East,West
1986,Air Force,wac,East,Midwest
1986,Akron,ovc,East,Midwest
1986,Alabama,sec,East,Midwest
1986,Alabama St,swac,East,Midwest
1986,Alcorn St,swac,East,Midwest
1986,Alliant Intl,ind,East,Midwest
1986,American Univ,caa,East,Midwest
1986,Appalachian St,southern,East,Midwest
1986,Arizona,pac_ten,East,Midwest
1986,Arizona St,pac_ten,East,Midwest
1986,Ark Little Rock,a_sun,East,Midwest
1986,Arkansas,swc,East,Midwest
1986,Arkansas St,southland,East,Midwest
1986,Army,maac,East,Midwest
1986,Auburn,sec,East,Midwest
1986,Augusta,big_south,East,Midwest
1986,Austin Peay,ovc,East,Midwest
1986,Ball St,mac,East,Midwest
1986,Baylor,swc,East,Midwest
1986,Bethune-Cookman,meac,East,Midwest
1986,Boise St,big_sky,East,Midwest
1986,Boston College,big_east,East,Midwest
1986,Boston Univ,ecacn,East,Midwest
1986,Bowling Green,mac,East,Midwest
1986,Bradley,mvc,East,Midwest
1986,Brooklyn,ind,East,Midwest
1986,Brown,ivy,East,Midwest
1986,Bucknell,ecc,East,Midwest
1986,Butler,mw_coll,East,Midwest
1986,BYU,wac,East,Midwest
1986,C Michigan,mac,East,Midwest
1986,California,pac_ten,East,Midwest
1986,Campbell,big_south,East,Midwest
1986,Canisius,ecacn,East,Midwest
1986,Centenary,a_sun,East,Midwest
1986,Charleston So,big_south,East,Midwest
1986,Charlotte,sun_belt,East,Midwest
1986,Chattanooga,southern,East,Midwest
1986,Chicago St,ind,East,Midwest
1986,Cincinnati,metro,East,Midwest
1986,Citadel,southern,East,Midwest
1986,Clemson,acc,East,Midwest
1986,Cleveland St,mid_cont,East,Midwest
1986,Colgate,ecacn,East,Midwest
1986,Colorado,big_eight,East,Midwest
1986,Colorado St,wac,East,Midwest
1986,Columbia,ivy,East,Midwest
1986,Connecticut,big_east,East,Midwest
1986,Coppin St,meac,East,Midwest
1986,Cornell,ivy,East,Midwest
1986,Creighton,mvc,East,Midwest
1986,CS Fullerton,pcaa,East,Midwest
1986,Dartmouth,ivy,East,Midwest
1986,Davidson,southern,East,Midwest
1986,Dayton,ind,East,Midwest
1986,Delaware,ecc,East,Midwest
1986,Delaware St,meac,East,Midwest
1986,DePaul,ind,East,Midwest
1986,Detroit,mw_coll,East,Midwest
1986,Drake,mvc,East,Midwest
1986,Drexel,ecc,East,Midwest
1986,Duke,acc,East,Midwest
1986,Duquesne,a_ten,East,Midwest
1986,E Illinois,mid_cont,East,Midwest
1986,E Kentucky,ovc,East,Midwest
1986,E Michigan,mac,East,Midwest
1986,E Washington,ind,East,Midwest
1986,East Carolina,caa,East,Midwest
1986,ETSU,southern,East,Midwest
1986,Evansville,mw_coll,East,Midwest
1986,F Dickinson,ecacm,East,Midwest
1986,Fairfield,maac,East,Midwest
1986,Florida,sec,East,Midwest
1986,Florida A&M,ind,East,Midwest
1986,Florida St,metro,East,Midwest
1986,Fordham,maac,East,Midwest
1986,Fresno St,pcaa,East,Midwest
1986,Furman,southern,East,Midwest
1986,G Washington,a_ten,East,Midwest
1986,Ga Southern,a_sun,East,Midwest
1986,George Mason,caa,East,Midwest
1986,Georgetown,big_east,East,Midwest
1986,Georgia,sec,East,Midwest
1986,Georgia St,a_sun,East,Midwest
1986,Georgia Tech,acc,East,Midwest
1986,Gonzaga,wcc,East,Midwest
1986,Grambling,swac,East,Midwest
1986,Hardin-Simmons,a_sun,East,Midwest
1986,Hartford,ecacn,East,Midwest
1986,Harvard,ivy,East,Midwest
1986,Hawaii,wac,East,Midwest
1986,Hofstra,ecc,East,Midwest
1986,Holy Cross,maac,East,Midwest
1986,Houston,swc,East,Midwest
1986,Houston Chr,a_sun,East,Midwest
1986,Howard,meac,East,Midwest
1986,Idaho,big_sky,East,Midwest
1986,Idaho St,big_sky,East,Midwest
1986,IL Chicago,mid_cont,East,Midwest
1986,Illinois,big_ten,East,Midwest
1986,Illinois St,mvc,East,Midwest
1986,Indiana,big_ten,East,Midwest
1986,Indiana St,mvc,East,Midwest
1986,Iona,maac,East,Midwest
1986,Iowa,big_ten,East,Midwest
1986,Iowa St,big_eight,East,Midwest
1986,Jackson St,swac,East,Midwest
1986,Jacksonville,sun_belt,East,Midwest
1986,James Madison,caa,East,Midwest
1986,Kansas,big_eight,East,Midwest
1986,Kansas St,big_eight,East,Midwest
1986,Kent,mac,East,Midwest
1986,Kentucky,sec,East,Midwest
1986,La Salle,maac,East,Midwest
1986,Lafayette,ecc,East,Midwest
1986,Lamar,southland,East,Midwest
1986,Lehigh,ecc,East,Midwest
1986,Long Beach St,pcaa,East,Midwest
1986,LIU Brooklyn,ecacm,East,Midwest
1986,Louisiana Tech,southland,East,Midwest
1986,Louisville,metro,East,Midwest
1986,Loy Marymount,wcc,East,Midwest
1986,Loyola MD,ecacm,East,Midwest
1986,Loyola-Chicago,mw_coll,East,Midwest
1986,LSU,sec,East,Midwest
1986,Maine,ecacn,East,Midwest
1986,Manhattan,maac,East,Midwest
1986,Marist,ecacm,East,Midwest
1986,Marquette,ind,East,Midwest
1986,Marshall,southern,East,Midwest
1986,Maryland,acc,East,Midwest
1986,Massachusetts,a_ten,East,Midwest
1986,McNeese St,southland,East,Midwest
1986,MD E Shore,meac,East,Midwest
1986,Memphis,metro,East,Midwest
1986,Mercer,a_sun,East,Midwest
1986,Miami FL,ind,East,Midwest
1986,Miami OH,mac,East,Midwest
1986,Michigan,big_ten,East,Midwest
1986,Michigan St,big_ten,East,Midwest
1986,Minnesota,big_ten,East,Midwest
1986,Mississippi,sec,East,Midwest
1986,Mississippi St,sec,East,Midwest
1986,Missouri,big_eight,East,Midwest
1986,Missouri St,mid_cont,East,Midwest
1986,Monmouth NJ,ecacm,East,Midwest
1986,Montana,big_sky,East,Midwest
1986,Montana St,big_sky,East,Midwest
1986,Morehead St,ovc,East,Midwest
1986,Morgan St,meac,East,Midwest
1986,MS Valley St,swac,East,Midwest
1986,MTSU,ovc,East,Midwest
1986,Murray St,ovc,East,Midwest
1986,N Illinois,mac,East,Midwest
1986,Navy,caa,East,Midwest
1986,NC A&T,meac,East,Midwest
1986,NC State,acc,East,Midwest
1986,Nebraska,big_eight,East,Midwest
1986,Nevada,big_sky,East,Midwest
1986,New Hampshire,ecacn,East,Midwest
1986,New Mexico,wac,East,Midwest
1986,New Mexico St,pcaa,East,Midwest
1986,New Orleans,ind,East,Midwest
1986,Niagara,ecacn,East,Midwest
1986,Nicholls St,gsc,East,Midwest
1986,North Carolina,acc,East,Midwest
1986,North Texas,southland,East,Midwest
1986,Northeastern,ecacn,East,Midwest
1986,Northern Arizona,big_sky,East,Midwest
1986,Northern Iowa,mid_cont,East,Midwest
1986,Northwestern,big_ten,East,Midwest
1986,Northwestern LA,gsc,East,Midwest
1986,Notre Dame,ind,East,Midwest
1986,Ohio,mac,East,Midwest
1986,Ohio St,big_ten,East,Midwest
1986,Oklahoma,big_eight,East,Midwest
1986,Oklahoma St,big_eight,East,Midwest
1986,Old Dominion,sun_belt,East,Midwest
1986,Oral Roberts,mw_coll,East,Midwest
1986,Oregon,pac_ten,East,Midwest
1986,Oregon St,pac_ten,East,Midwest
1986,Pacific,pcaa,East,Midwest
1986,Penn,ivy,East,Midwest
1986,Penn St,a_ten,East,Midwest
1986,Pepperdine,wcc,East,Midwest
1986,Pittsburgh,big_east,East,Midwest
1986,Portland,wcc,East,Midwest
1986,Prairie View,swac,East,Midwest
1986,Princeton,ivy,East,Midwest
1986,Providence,big_east,East,Midwest
1986,Purdue,big_ten,East,Midwest
1986,Radford,big_south,East,Midwest
1986,Rhode Island,a_ten,East,Midwest
1986,Rice,swc,East,Midwest
1986,Richmond,caa,East,Midwest
1986,Rider,ecc,East,Midwest
1986,Robert Morris,ecacm,East,Midwest
1986,Rutgers,a_ten,East,Midwest
1986,S Carolina St,meac,East,Midwest
1986,S Illinois,mvc,East,Midwest
1986,Samford,a_sun,East,Midwest
1986,San Diego,wcc,East,Midwest
1986,San Diego St,wac,East,Midwest
1986,San Francisco,wcc,East,Midwest
1986,San Jose St,pcaa,East,Midwest
1986,UC Santa Barbara,pcaa,East,Midwest
1986,Santa Clara,wcc,East,Midwest
1986,SE Louisiana,gsc,East,Midwest
1986,Seton Hall,big_east,East,Midwest
1986,Siena,ecacn,East,Midwest
1986,SMU,swc,East,Midwest
1986,South Alabama,sun_belt,East,Midwest
1986,South Carolina,metro,East,Midwest
1986,South Florida,sun_belt,East,Midwest
1986,Southern Miss,metro,East,Midwest
1986,Southern Univ,swac,East,Midwest
1986,St Bonaventure,a_ten,East,Midwest
1986,St Francis NY,ecacm,East,Midwest
1986,St Francis PA,ecacm,East,Midwest
1986,St John's,big_east,East,Midwest
1986,St Joseph's PA,a_ten,East,Midwest
1986,St Louis,mw_coll,East,Midwest
1986,St Mary's CA,wcc,East,Midwest
1986,St Peter's,maac,East,Midwest
1986,Stanford,pac_ten,East,Midwest
1986,Stetson,a_sun,East,Midwest
1986,Syracuse,big_east,East,Midwest
1986,TCU,swc,East,Midwest
1986,Temple,a_ten,East,Midwest
1986,Tennessee,sec,East,Midwest
1986,Tennessee St,ind,East,Midwest
1986,Tennessee Tech,ovc,East,Midwest
1986,Texas,swc,East,Midwest
1986,Texas A&M,swc,East,Midwest
1986,Texas St,gsc,East,Midwest
1986,Texas Tech,swc,East,Midwest
1986,Toledo,mac,East,Midwest
1986,Towson,ecc,East,Midwest
1986,Tulsa,mvc,East,Midwest
1986,UTRGV,ind,East,Midwest
1986,TX Southern,swac,East,Midwest
1986,UAB,sun_belt,East,Midwest
1986,UC Irvine,pcaa,East,Midwest
1986,UCF,ind,East,Midwest
1986,UCLA,pac_ten,East,Midwest
1986,Louisiana,ind,East,Midwest
1986,ULM,southland,East,Midwest
1986,UNC Wilmington,caa,East,Midwest
1986,UNLV,pcaa,East,Midwest
1986,USC,pac_ten,East,Midwest
1986,UT Arlington,southland,East,Midwest
1986,UT San Antonio,ind,East,Midwest
1986,Utah,wac,East,Midwest
1986,Utah St,pcaa,East,Midwest
1986,UTEP,wac,East,Midwest
1986,Utica,ind,East,Midwest
1986,VCU,sun_belt,East,Midwest
1986,Valparaiso,mid_cont,East,Midwest
1986,Vanderbilt,sec,East,Midwest
1986,Vermont,ecacn,East,Midwest
1986,Villanova,big_east,East,Midwest
1986,Virginia,acc,East,Midwest
1986,Virginia Tech,metro,East,Midwest
1986,VMI,southern,East,Midwest
1986,W Carolina,southern,East,Midwest
1986,W Illinois,mid_cont,East,Midwest
1986,WKU,sun_belt,East,Midwest
1986,W Michigan,mac,East,Midwest
1986,W Texas A&M,mvc,East,Midwest
1986,Wagner,ecacm,East,Midwest
1986,Wake Forest,acc,East,Midwest
1986,Washington,pac_ten,East,Midwest
1986,Washington St,pac_ten,East,Midwest
1986,Weber St,big_sky,East,Midwest
1986,West Virginia,a_ten,East,Midwest
1986,WI Green Bay,mid_cont,East,Midwest
1986,Wichita St,mvc,East,Midwest
1986,William & Mary,caa,East,Midwest
1986,Wisconsin,big_ten,East,Midwest
1986,Wyoming,wac,East,Midwest
1986,Xavier,mw_coll,East,Midwest
1986,Yale,ivy,East,Midwest
1986,Youngstown St,ovc,East,Midwest
1987,Air Force,wac,East,Southeast
1987,Akron,ovc,East,Southeast
1987,Alabama,sec,East,Southeast
1987,Alabama St,swac,East,Southeast
1987,Alcorn St,swac,East,Southeast
1987,Alliant Intl,ind,East,Southeast
1987,American Univ,caa,East,Southeast
1987,Appalachian St,southern,East,Southeast
1987,Arizona,pac_ten,East,Southeast
1987,Arizona St,pac_ten,East,Southeast
1987,Ark Little Rock,a_sun,East,Southeast
1987,Arkansas,swc,East,Southeast
1987,Arkansas St,southland,East,Southeast
1987,Armstrong St,big_south,East,Southeast
1987,Army,maac,East,Southeast
1987,Auburn,sec,East,Southeast
1987,Augusta,big_south,East,Southeast
1987,Austin Peay,ovc,East,Southeast
1987,Ball St,mac,East,Southeast
1987,Baylor,swc,East,Southeast
1987,Bethune-Cookman,meac,East,Southeast
1987,Boise St,big_sky,East,Southeast
1987,Boston College,big_east,East,Southeast
1987,Boston Univ,ecacn,East,Southeast
1987,Bowling Green,mac,East,Southeast
1987,Bradley,mvc,East,Southeast
1987,Brooklyn,ind,East,Southeast
1987,Brown,ivy,East,Southeast
1987,Bucknell,ecc,East,Southeast
1987,Butler,mw_coll,East,Southeast
1987,BYU,wac,East,Southeast
1987,C Michigan,mac,East,Southeast
1987,California,pac_ten,East,Southeast
1987,Campbell,big_south,East,Southeast
1987,Canisius,ecacn,East,Southeast
1987,Centenary,a_sun,East,Southeast
1987,Central Conn,ind,East,Southeast
1987,Charleston So,big_south,East,Southeast
1987,Charlotte,sun_belt,East,Southeast
1987,Chattanooga,southern,East,Southeast
1987,Chicago St,ind,East,Southeast
1987,Cincinnati,metro,East,Southeast
1987,Citadel,southern,East,Southeast
1987,Clemson,acc,East,Southeast
1987,Cleveland St,mid_cont,East,Southeast
1987,Coastal Car,big_south,East,Southeast
1987,Colgate,ecacn,East,Southeast
1987,Colorado,big_eight,East,Southeast
1987,Colorado St,wac,East,Southeast
1987,Columbia,ivy,East,Southeast
1987,Connecticut,big_east,East,Southeast
1987,Coppin St,meac,East,Southeast
1987,Cornell,ivy,East,Southeast
1987,Creighton,mvc,East,Southeast
1987,CS Fullerton,pcaa,East,Southeast
1987,Dartmouth,ivy,East,Southeast
1987,Davidson,southern,East,Southeast
1987,Dayton,ind,East,Southeast
1987,Delaware,ecc,East,Southeast
1987,Delaware St,meac,East,Southeast
1987,DePaul,ind,East,Southeast
1987,Detroit,mw_coll,East,Southeast
1987,Drake,mvc,East,Southeast
1987,Drexel,ecc,East,Southeast
1987,Duke,acc,East,Southeast
1987,Duquesne,a_ten,East,Southeast
1987,E Illinois,mid_cont,East,Southeast
1987,E Kentucky,ovc,East,Southeast
1987,E Michigan,mac,East,Southeast
1987,E Washington,ind,East,Southeast
1987,East Carolina,caa,East,Southeast
1987,ETSU,southern,East,Southeast
1987,Evansville,mw_coll,East,Southeast
1987,F Dickinson,ecacm,East,Southeast
1987,Fairfield,maac,East,Southeast
1987,Florida,sec,East,Southeast
1987,Florida A&M,meac,East,Southeast
1987,Florida St,metro,East,Southeast
1987,Fordham,maac,East,Southeast
1987,Fresno St,pcaa,East,Southeast
1987,Furman,southern,East,Southeast
1987,G Washington,a_ten,East,Southeast
1987,Ga Southern,a_sun,East,Southeast
1987,George Mason,caa,East,Southeast
1987,Georgetown,big_east,East,Southeast
1987,Georgia,sec,East,Southeast
1987,Georgia St,a_sun,East,Southeast
1987,Georgia Tech,acc,East,Southeast
1987,Gonzaga,wcc,East,Southeast
1987,Grambling,swac,East,Southeast
1987,Hardin-Simmons,a_sun,East,Southeast
1987,Hartford,ecacn,East,Southeast
1987,Harvard,ivy,East,Southeast
1987,Hawaii,wac,East,Southeast
1987,Hofstra,ecc,East,Southeast
1987,Holy Cross,maac,East,Southeast
1987,Houston,swc,East,Southeast
1987,Houston Chr,a_sun,East,Southeast
1987,Howard,meac,East,Southeast
1987,Idaho,big_sky,East,Southeast
1987,Idaho St,big_sky,East,Southeast
1987,IL Chicago,mid_cont,East,Southeast
1987,Illinois,big_ten,East,Southeast
1987,Illinois St,mvc,East,Southeast
1987,Indiana,big_ten,East,Southeast
1987,Indiana St,mvc,East,Southeast
1987,Iona,maac,East,Southeast
1987,Iowa,big_ten,East,Southeast
1987,Iowa St,big_eight,East,Southeast
1987,Jackson St,swac,East,Southeast
1987,Jacksonville,sun_belt,East,Southeast
1987,James Madison,caa,East,Southeast
1987,Kansas,big_eight,East,Southeast
1987,Kansas St,big_eight,East,Southeast
1987,Kent,mac,East,Southeast
1987,Kentucky,sec,East,Southeast
1987,La Salle,maac,East,Southeast
1987,Lafayette,ecc,East,Southeast
1987,Lamar,southland,East,Southeast
1987,Lehigh,ecc,East,Southeast
1987,Long Beach St,pcaa,East,Southeast
1987,LIU Brooklyn,ecacm,East,Southeast
1987,Louisiana Tech,southland,East,Southeast
1987,Louisville,metro,East,Southeast
1987,Loy Marymount,wcc,East,Southeast
1987,Loyola MD,ecacm,East,Southeast
1987,Loyola-Chicago,mw_coll,East,Southeast
1987,LSU,sec,East,Southeast
1987,Maine,ecacn,East,Southeast
1987,Manhattan,maac,East,Southeast
1987,Marist,ecacm,East,Southeast
1987,Marquette,ind,East,Southeast
1987,Marshall,southern,East,Southeast
1987,Maryland,acc,East,Southeast
1987,Massachusetts,a_ten,East,Southeast
1987,McNeese St,southland,East,Southeast
1987,MD E Shore,meac,East,Southeast
1987,Memphis,metro,East,Southeast
1987,Mercer,a_sun,East,Southeast
1987,Miami FL,ind,East,Southeast
1987,Miami OH,mac,East,Southeast
1987,Michigan,big_ten,East,Southeast
1987,Michigan St,big_ten,East,Southeast
1987,Minnesota,big_ten,East,Southeast
1987,Mississippi,sec,East,Southeast
1987,Mississippi St,sec,East,Southeast
1987,Missouri,big_eight,East,Southeast
1987,Missouri St,mid_cont,East,Southeast
1987,Monmouth NJ,ecacm,East,Southeast
1987,Montana,big_sky,East,Southeast
1987,Montana St,big_sky,East,Southeast
1987,Morehead St,ovc,East,Southeast
1987,Morgan St,meac,East,Southeast
1987,MS Valley St,swac,East,Southeast
1987,MTSU,ovc,East,Southeast
1987,Murray St,ovc,East,Southeast
1987,N Illinois,ind,East,Southeast
1987,Navy,caa,East,Southeast
1987,NC A&T,meac,East,Southeast
1987,NC State,acc,East,Southeast
1987,Nebraska,big_eight,East,Southeast
1987,Nevada,big_sky,East,Southeast
1987,New Hampshire,ecacn,East,Southeast
1987,New Mexico,wac,East,Southeast
1987,New Mexico St,pcaa,East,Southeast
1987,New Orleans,ind,East,Southeast
1987,Niagara,ecacn,East,Southeast
1987,Nicholls St,gsc,East,Southeast
1987,North Carolina,acc,East,Southeast
1987,North Texas,southland,East,Southeast
1987,Northeastern,ecacn,East,Southeast
1987,Northern Arizona,big_sky,East,Southeast
1987,Northern Iowa,mid_cont,East,Southeast
1987,Northwestern,big_ten,East,Southeast
1987,Northwestern LA,gsc,East,Southeast
1987,Notre Dame,ind,East,Southeast
1987,Ohio,mac,East,Southeast
1987,Ohio St,big_ten,East,Southeast
1987,Oklahoma,big_eight,East,Southeast
