Season,DayNum,WTeamID,LTeamID,City,State
2010,17,3211,3425,Spokane,WA
2010,17,3214,3456,Hampton,VA
2010,17,3222,3333,Houston,TX
2010,17,3229,3355,Normal,IL
2010,17,3232,3202,Greenville,SC
2010,17,3249,3212,Grambling,LA
2010,17,3266,3166,Milwaukee,WI
2010,17,3268,3330,College Park,MD
2010,17,3276,3379,Ann Arbor,MI
2010,17,3282,3319,Kansas City,MO
2010,17,3296,3237,Indianapolis,IN
2010,17,3304,3226,Lincoln,NE
2010,17,3323,3277,East Lansing,MI
2010,17,3326,3452,Columbus,OH
2010,17,3336,3137,Lewisburg,PA
2010,17,3351,3284,Lawrenceville,NJ
2010,17,3352,3103,Moon Township,PA
2010,17,3353,3130,Piscataway,NJ
2010,17,3380,3368,Baton Rouge,LA
2010,17,3382,3310,St. Bonaventure,NY
2010,17,3390,3337,Stanford,CA
2010,17,3393,3106,Syracuse,NY
2010,17,3396,3171,Hanover,NH
2010,17,3424,3170,Sacramento,CA
2010,17,3439,3206,Blacksburg,VA
2010,17,3444,3260,Kalamazoo,MI
2010,17,3451,3381,Ogden,UT
2010,17,3458,3454,Milwaukee,WI
2010,17,3460,3184,Dayton,OH
2010,18,3114,3294,Little Rock,AR
2010,18,3140,3286,Bozeman,MT
2010,18,3150,3111,Boone,NC
2010,18,3158,3273,Charleston,SC
2010,18,3160,3227,Minneapolis,MN
2010,18,3169,3363,San Jose,CA
2010,18,3173,3207,West Lafayette,IN
2010,18,3177,3165,Chicago,IL
2010,18,3180,3350,Richmond,VA
2010,18,3185,3373,Loudonville,NY
2010,18,3199,3391,Tallahassee,FL
2010,18,3233,3334,New Rochelle,NY
2010,18,3243,3450,Manhattan,KS
2010,18,3244,3240,Kennesaw,GA
2010,18,3250,3384,Bethlehem,PA
2010,18,3251,3408,Annapolis,MD
2010,18,3255,3430,Farmville,VA
2010,18,3256,3311,Thibodaux,LA
2010,18,3279,3115,Oxford,MS
2010,18,3287,3342,Morehead,KY
2010,18,3288,3371,South Orange,NJ
2010,18,3298,3259,Annapolis,MD
2010,18,3299,3152,Towson,MD
2010,18,3301,3172,Raleigh,NC
2010,18,3306,3269,Durham,NH
2010,18,3308,3253,Las Cruces,NM
2010,18,3321,3188,Evanston,IL
2010,18,3331,3247,Tulsa,OK
2010,18,3338,3196,Pittsburgh,PA
2010,18,3339,3102,USAF Academy,CO
2010,18,3344,3216,Providence,RI
2010,18,3345,3370,West Lafayette,IN
2010,18,3358,3147,Shreveport,LA
2010,18,3360,3398,Chicago,IL
2010,18,3362,3168,San Francisco,CA
2010,18,3388,3305,Moraga,CA
2010,18,3400,3317,Austin,TX
2010,18,3406,3457,Towson,MD
2010,18,3414,3258,Los Angeles,CA
2010,18,3416,3126,Orlando,FL
2010,18,3419,3322,Natchitoches,LA
2010,18,3427,3149,Charleston,SC
2010,18,3431,3183,Little Rock,AR
2010,18,3433,3117,South Orange,NJ
2010,18,3435,3415,Nashville,TN
2010,18,3441,3459,Cullowhee,NC
2010,18,3455,3442,Wichita,KS
2010,18,3461,3295,Fargo,ND
2010,19,3114,3431,Little Rock,AR
2010,19,3119,3175,West Point,NY
2010,19,3123,3319,Muncie,IN
2010,19,3125,3104,Nashville,TN
2010,19,3129,3226,Pocatello,ID
2010,19,3135,3148,Providence,RI
2010,19,3136,3248,Smithfield,RI
2010,19,3137,3200,Lewisburg,PA
2010,19,3139,3387,St. Louis,MO
2010,19,3142,3337,San Luis Obispo,CA
2010,19,3152,3457,Towson,MD
2010,19,3153,3178,Cincinnati,OH
2010,19,3158,3427,Charleston,SC
2010,19,3159,3447,Hamilton,NY
2010,19,3165,3398,Chicago,IL
2010,19,3167,3218,Bakersfield,CA
2010,19,3173,3345,West Lafayette,IN
2010,19,3177,3360,Chicago,IL
2010,19,3182,3335,Philadelphia,PA
2010,19,3183,3294,Little Rock,AR
2010,19,3194,3184,Richmond,KY
2010,19,3207,3370,West Lafayette,IN
2010,19,3210,3195,Atlanta,GA
2010,19,3219,3422,High Point,NC
2010,19,3232,3367,Spartanburg,SC
2010,19,3249,3108,Beaumont,TX
2010,19,3251,3298,Annapolis,MD
2010,19,3254,3224,Washington,DC
2010,19,3260,3141,Mt. Pleasant,MI
2010,19,3261,3222,Baton Rouge,LA
2010,19,3265,3132,Poughkeepsie,NY
2010,19,3266,3324,Milwaukee,WI
2010,19,3267,3245,Huntington,WV
2010,19,3273,3149,Charleston,SC
2010,19,3274,3412,Birmingham,AL
2010,19,3278,3227,Minneapolis,MN
2010,19,3283,3369,Springfield,MO
2010,19,3287,3252,Morehead,KY
2010,19,3291,3347,Radford,VA
2010,19,3292,3122,Clarksville,TN
2010,19,3293,3191,Murray,KY
2010,19,3312,3263,Newark,NJ
2010,19,3318,3348,Boston,MA
2010,19,3328,3395,Norman,OK
2010,19,3343,3174,Princeton,NJ
2010,19,3352,3392,Moon Township,PA
2010,19,3354,3202,Orangeburg,SC
2010,19,3357,3217,Fairfield,CT
2010,19,3359,3270,Lake Charles,LA
2010,19,3361,3112,San Diego,CA
2010,19,3371,3117,South Orange,NJ
2010,19,3372,3349,Nacogdoches,TX
2010,19,3374,3309,New Orleans,LA
2010,19,3378,3316,Tampa,FL
2010,19,3385,3131,Queens,NY
2010,19,3386,3420,Philadelphia,PA
2010,19,3394,3411,Houston,TX
2010,19,3396,3138,Buffalo,NY
2010,19,3405,3389,Toledo,OH
2010,19,3406,3299,Towson,MD
2010,19,3408,3259,Annapolis,MD
2010,19,3409,3247,Tulsa,OK
2010,19,3417,3428,San Diego,CA
2010,19,3433,3288,South Orange,NJ
2010,19,3448,3275,Oxford,OH
2010,19,3453,3198,Green Bay,WI
2010,19,3462,3113,Cincinnati,OH
2010,20,3116,3190,Fayetteville,AR
2010,20,3124,3143,Berkeley,CA
2010,20,3145,3464,Youngstown,OH
2010,20,3179,3235,Des Moines,IA
2010,20,3185,3310,Niagara Falls,NY
2010,20,3187,3110,Washington,DC
2010,20,3192,3351,Lawrenceville,NJ
2010,20,3199,3209,Atlanta,GA
2010,20,3201,3388,Fresno,CA
2010,20,3205,3300,Durham,NC
2010,20,3207,3345,West Lafayette,IN
2010,20,3208,3353,Athens,GA
2010,20,3211,3449,Spokane,WA
2010,20,3214,3423,Hampton,VA
2010,20,3216,3171,Hanover,NH
2010,20,3228,3133,Champaign,IL
2010,20,3234,3320,Cedar Falls,IA
2010,20,3241,3439,Harrisonburg,VA
2010,20,3242,3276,Lawrence,KS
2010,20,3244,3255,Kennesaw,GA
2010,20,3246,3151,Lexington,KY
2010,20,3252,3342,Morehead,KY
2010,20,3253,3410,South Padre Island,TX
2010,20,3257,3399,Louisville,KY
2010,20,3258,3364,Santa Barbara,CA
2010,20,3261,3311,Baton Rouge,LA
2010,20,3264,3271,Riverdale,NY
2010,20,3269,3437,Amherst,MA
2010,20,3272,3404,Memphis,TN
2010,20,3277,3444,Grand Rapids,MI
2010,20,3278,3160,Minneapolis,MN
2010,20,3280,3268,Starkville,MS
2010,20,3281,3231,Bloomington,IN
2010,20,3284,3334,West Long Branch,NJ
2010,20,3286,3225,Moscow,ID
2010,20,3296,3356,DeKalb,IL
2010,20,3304,3450,Lincoln,NE
2010,20,3314,3424,Las Vegas,NV
2010,20,3317,3282,Denton,TX
2010,20,3321,3236,Evanston,IL
2010,20,3323,3233,Notre Dame,IN
2010,20,3325,3203,Athens,OH
2010,20,3326,3329,Columbus,OH
2010,20,3332,3285,Missoula,MT
2010,20,3333,3223,Houston,TX
2010,20,3339,3170,Portland,OR
2010,20,3358,3212,Grambling,LA
2010,20,3362,3429,San Francisco,CA
2010,20,3366,3368,Savannah,GA
2010,20,3376,3336,Columbia,SC
2010,20,3390,3413,Davis,CA
2010,20,3393,3127,Syracuse,NY
2010,20,3397,3438,Charlottesville,VA
2010,20,3401,3120,Auburn,AL
2010,20,3403,3115,Lubbock,TX
2010,20,3434,3161,Valparaiso,IN
2010,20,3436,3130,Chestnut Hill,MA
2010,20,3443,3355,Brookings,SD
2010,20,3458,3156,Madison,WI
2010,20,3460,3103,Dayton,OH
2010,21,3107,3383,Albany,NY
2010,21,3112,3279,Tucson,AZ
2010,21,3146,3238,Conway,AR
2010,21,3166,3243,Omaha,NE
2010,21,3167,3414,Bakersfield,CA
2010,21,3181,3150,Durham,NC
2010,21,3206,3239,Fairfax,VA
2010,21,3260,3188,Chicago,IL
2010,21,3301,3330,Norfolk,VA
2010,21,3305,3451,Reno,NV
2010,21,3315,3308,Las Cruces,NM
2010,21,3375,3442,Mobile,AL
2010,21,3395,3411,Fort Worth,TX
2010,21,3448,3164,Winston-Salem,NC
2010,21,3455,3247,Wichita,KS
2010,21,3462,3290,Cincinnati,OH
2010,22,3104,3368,Tuscaloosa,AL
2010,22,3114,3349,Houston,TX
2010,22,3120,3204,Auburn,AL
2010,22,3123,3434,Muncie,IN
2010,22,3124,3240,Waco,TX
2010,22,3129,3430,Orem,UT
2010,22,3130,3221,Chestnut Hill,MA
2010,22,3131,3318,Boston,MA
2010,22,3132,3324,Rochester,MI
2010,22,3135,3136,Smithfield,RI
2010,22,3140,3381,Cedar City,UT
2010,22,3144,3421,Asheville,NC
2010,22,3145,3178,Detroit,MI
2010,22,3153,3441,Anchorage,AK
2010,22,3155,3244,Kennesaw,GA
2010,22,3159,3291,Emmitsburg,MD
2010,22,3162,3264,New York,NY
2010,22,3165,3237,Ithaca,NY
2010,22,3196,3412,Gainesville,FL
2010,22,3200,3192,Bronx,NY
2010,22,3205,3111,Boiling Springs,NC
2010,22,3228,3229,Normal,IL
2010,22,3232,3369,Terre Haute,IN
2010,22,3234,3456,Iowa City,IA
2010,22,3241,3122,Clarksville,TN
2010,22,3245,3194,Boca Raton,FL
2010,22,3249,3404,Beaumont,TX
2010,22,3250,3127,Vestal,NY
2010,22,3254,3271,Brooklyn,NY
2010,22,3256,3117,Jonesboro,AR
2010,22,3268,3359,College Park,MD
2010,22,3270,3223,Houston,TX
2010,22,3274,3222,Coral Gables,FL
2010,22,3278,3295,Minneapolis,MN
2010,22,3285,3176,Missoula,MT
2010,22,3298,3175,Dover,DE
2010,22,3306,3217,Durham,NH
2010,22,3307,3319,Albuquerque,NM
2010,22,3316,3126,Jacksonville,FL
2010,22,3321,3177,Evanston,IL
2010,22,3325,3267,Athens,OH
2010,22,3332,3365,Eugene,OR
2010,22,3338,3384,Pittsburgh,PA
2010,22,3339,3340,Portland,OR
2010,22,3344,3346,Providence,RI
2010,22,3348,3371,Kingston,RI
2010,22,3350,3214,Richmond,VA
2010,22,3357,3392,Stony Brook,NY
2010,22,3360,3169,San Diego,CA
2010,22,3363,3362,San Jose,CA
2010,22,3367,3354,Orangeburg,SC
2010,22,3374,3183,Dallas,TX
2010,22,3382,3248,Easton,PA
2010,22,3396,3185,Philadelphia,PA
2010,22,3407,3255,Troy,AL
2010,22,3415,3337,Malibu,CA
2010,22,3419,3147,Monroe,LA
2010,22,3420,3406,Towson,MD
2010,22,3426,3282,Arlington,TX
2010,22,3431,3405,El Paso,TX
2010,22,3435,3386,Philadelphia,PA
2010,22,3447,3373,Staten Island,NY
2010,22,3452,3182,Pittsburgh,PA
2010,22,3453,3458,Madison,WI
2010,23,3119,3102,West Point,NY
2010,23,3157,3441,Anchorage,AK
2010,23,3170,3370,Seattle,WA
2010,23,3193,3383,Brooklyn Heights,NY
2010,23,3207,3141,Mt. Pleasant,MI
2010,23,3208,3106,Athens,GA
2010,23,3211,3315,Spokane,WA
2010,23,3220,3107,Hempstead,NY
2010,23,3224,3239,Washington,DC
2010,23,3227,3310,Chicago,IL
2010,23,3246,3364,Santa Barbara,CA
2010,23,3261,3408,New Orleans,LA
2010,23,3314,3342,Chapel Hill,NC
2010,23,3317,3410,Denton,TX
2010,23,3326,3422,Columbus,OH
2010,23,3366,3391,Savannah,GA
2010,23,3397,3292,Murfreesboro,TN
2010,23,3404,3223,Houston,TX
2010,23,3417,3343,Los Angeles,CA
2010,23,3436,3171,Burlington,VT
2010,23,3439,3347,Radford,VA
2010,23,3444,3356,Carbondale,IL
2010,23,3448,3219,Winston-Salem,NC
2010,23,3454,3296,Milwaukee,WI
2010,23,3460,3352,Dayton,OH
2010,24,3116,3233,Cancun,MX
2010,24,3181,3443,Cancun,MX
2010,24,3266,3156,Cancun,MX
2010,24,3323,3361,St. Thomas,VI
2010,24,3328,3376,St. Thomas,VI
2010,24,3353,3425,St. Thomas,VI
2010,24,3355,3150,Freeport,BA
2010,24,3393,3330,Cancun,MX
2010,24,3400,3280,St. Thomas,VI
2010,24,3438,3231,Freeport,BA
2010,24,3462,3242,Freeport,BA
2010,25,3103,3351,Fort Myers,FL
2010,25,3112,3360,San Diego,CA
2010,25,3113,3218,Honolulu,HI
2010,25,3116,3443,Cancun,MX
2010,25,3124,3225,Waco,TX
2010,25,3130,3201,Dallas,TX
2010,25,3132,3422,Bowling Green,OH
2010,25,3144,3316,Buies Creek,NC
2010,25,3151,3244,Chattanooga,TN
2010,25,3156,3233,Cancun,MX
2010,25,3158,3321,Evanston,IL
2010,25,3160,3204,Boulder,CO
2010,25,3161,3402,Fort Collins,CO
2010,25,3163,3220,Storrs,CT
2010,25,3166,3413,Davis,CA
2010,25,3174,3222,Fort Collins,CO
2010,25,3181,3266,Cancun,MX
2010,25,3182,3172,Wilmington,NC
2010,25,3183,3236,Fort Wayne,IN
2010,25,3184,3406,Greenville,NC
2010,25,3187,3126,Greenville,NC
2010,25,3194,3200,Boca Raton,FL
2010,25,3195,3409,Fort Myers,FL
2010,25,3199,3120,Tallahassee,FL
2010,25,3206,3300,Fairfax,VA
2010,25,3208,3394,Hattiesburg,MS
2010,25,3209,3293,Atlanta,GA
2010,25,3210,3371,Brooklyn,NY
2010,25,3217,3309,Boulder,CO
2010,25,3221,3263,Orono,ME
2010,25,3231,3150,Freeport,BA
2010,25,3235,3335,Evanston,IL
2010,25,3243,3140,Provo,UT
2010,25,3249,3418,Waco,TX
2010,25,3254,3135,Brooklyn,NY
2010,25,3257,3320,Cancun,MX
2010,25,3258,3387,Los Angeles,CA
2010,25,3268,3224,College Park,MD
2010,25,3269,3349,Coral Gables,FL
2010,25,3272,3170,Seattle,WA
2010,25,3274,3253,Coral Gables,FL
2010,25,3276,3372,Las Cruces,NM
2010,25,3277,3203,Freeport,BA
2010,25,3278,3395,Freeport,BA
2010,25,3279,3363,Boca Raton,FL
2010,25,3281,3197,Tallahassee,FL
2010,25,3283,3117,Jonesboro,AR
2010,25,3286,3381,Bozeman,MT
2010,25,3294,3169,Northridge,CA
2010,25,3295,3123,Fargo,ND
2010,25,3301,3322,Nashville,TN
2010,25,3304,3114,Moraga,CA
2010,25,3305,3162,Reno,NV
2010,25,3307,3299,Albuquerque,NM
2010,25,3308,3188,Las Cruces,NM
2010,25,3319,3373,Flagstaff,AZ
2010,25,3323,3376,St. Thomas,VI
2010,25,3328,3361,St. Thomas,VI
2010,25,3329,3265,Freeport,BA
2010,25,3332,3168,Eugene,OR
